% Fluorescence version 1.0
% plate 1536 = 32x48 (15 times)
% @meta
% Plate=1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
% Repeat=1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
% Barcode=AP-01,AP-01,AP-01,AP-01,AP-01,AP-01,AP-01,AP-01,AP-01,AP-01,AP-01,AP-01,AP-01,AP-01,AP-01
% Measured height=10.05,10.19,10.11,10.11,10.16,10.13,10.13,10.16,10.11,10.16,10.16,10.19,10.13,10.13,10.16
% Chamber temperature at start=26.49,26.29,26.39,26.29,26.39,26.39,25.97,25.5,25.09,25.58,26.46,26.46,26.26,26.09,26.07
% Chamber temperature at end=26.12,26.29,26.51,26.39,26.42,26.09,26.02,25.21,25.31,25.41,26.29,26.39,26.29,26,26
% Humidity at start=28.6,27.2,27.2,27,27,23.7,24.5,26.9,26.7,26.2,25.8,26.4,27.5,27.4,27.2
% Humidity at end=28.6,27.8,27.7,27.5,27.7,24,25,27.5,27.4,26.7,26.4,27,28.1,28,27.8
% Ambient temperature at start=26.69,26.69,26.79,26.69,26.79,26.59,26.46,25.61,25.58,25.78,26.66,26.76,26.66,26.49,26.37
% Ambient temperature at end=26.81,26.59,26.62,26.59,26.71,26.49,26.22,25.61,25.51,26,26.59,26.59,26.49,26.39,26.2
% Group=1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
% Label=FAM(1),FAM(1),FAM(1),FAM(1),FAM(1),FAM(1),FAM(1),FAM(1),FAM(1),FAM(1),FAM(1),FAM(1),FAM(1),FAM(1),FAM(1)
% ScanX=0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
% ScanY=0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
% Measinfo=De=1st Ex=Top Em=Top Wdw=N/A,De=1st Ex=Top Em=Top Wdw=N/A,De=1st Ex=Top Em=Top Wdw=N/A,De=1st Ex=Top Em=Top Wdw=N/A,De=1st Ex=Top Em=Top Wdw=N/A,De=1st Ex=Top Em=Top Wdw=N/A,De=1st Ex=Top Em=Top Wdw=N/A,De=1st Ex=Top Em=Top Wdw=N/A,De=1st Ex=Top Em=Top Wdw=N/A,De=1st Ex=Top Em=Top Wdw=N/A,De=1st Ex=Top Em=Top Wdw=N/A,De=1st Ex=Top Em=Top Wdw=N/A,De=1st Ex=Top Em=Top Wdw=N/A,De=1st Ex=Top Em=Top Wdw=N/A,De=1st Ex=Top Em=Top Wdw=N/A
% Kinetics=0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
% Measurement date=11/20/2012 2:12:58 AM,11/20/2012 3:17:04 AM,11/20/2012 4:21:15 AM,11/20/2012 5:25:27 AM,11/20/2012 6:29:44 AM,11/20/2012 8:53:17 AM,11/20/2012 10:59:44 AM,11/20/2012 1:03:59 PM,11/20/2012 3:08:16 PM,11/20/2012 5:12:32 PM,11/20/2012 7:16:45 PM,11/20/2012 9:20:59 PM,11/20/2012 11:25:13 PM,11/21/2012 1:29:27 AM,11/21/2012 3:33:41 AM
@relation CP-001073
@attribute 0 integer % 2012-11-20T02:10:18+00:00
@attribute 3846 integer % 2012-11-20T03:14:24+00:00
@attribute 7697 integer % 2012-11-20T04:18:35+00:00
@attribute 11549 integer % 2012-11-20T05:22:47+00:00
@attribute 15407 integer % 2012-11-20T06:27:05+00:00
@attribute 24019 integer % 2012-11-20T08:50:37+00:00
@attribute 31606 integer % 2012-11-20T10:57:04+00:00
@attribute 39061 integer % 2012-11-20T13:01:19+00:00
@attribute 46518 integer % 2012-11-20T15:05:36+00:00
@attribute 53974 integer % 2012-11-20T17:09:52+00:00
@attribute 61427 integer % 2012-11-20T19:14:05+00:00
@attribute 68881 integer % 2012-11-20T21:18:19+00:00
@attribute 76335 integer % 2012-11-20T23:22:33+00:00
@attribute 83789 integer % 2012-11-21T01:26:47+00:00
@attribute 91243 integer % 2012-11-21T03:31:01+00:00
@attribute name string
@data
564,2117,2359,2980,3389,3018,3975,3949,4395,4508,4574,4882,5458,4989,4521,C30
446,1634,2205,3496,3897,3486,4710,5407,5639,6122,5939,6214,7037,6697,7032,C31
456,1880,2431,3066,3411,3086,3958,4960,4812,4679,4410,4511,4711,4816,5128,C32
473,1817,2447,3031,3049,2679,3952,4115,4106,4422,4683,4211,4241,4414,5087,C33
502,1717,2339,3006,3131,3086,4036,4142,4475,4597,4700,4440,4476,4731,4829,C34
584,1756,2725,3146,3296,3324,4164,4372,4690,4640,4776,4334,5177,5416,4963,C35
590,2047,2583,3526,3575,3193,3757,4028,4499,4321,4627,4509,4820,5261,4945,C36
511,1856,2833,3667,3274,3439,4182,4304,4586,5190,4943,5290,5218,5385,5069,C37
423,1855,2552,2714,3468,3020,4364,4560,3826,4549,3973,4561,4563,4209,4777,C38
403,1628,2808,2992,3458,2863,4017,4047,4189,4283,4790,5079,4603,4684,4716,C39
385,1929,2840,3533,3849,3212,4197,4296,4403,4732,4264,4322,4211,4572,4242,C40
466,2036,2517,2948,3184,3153,4241,4247,4469,5020,4943,4533,4750,4818,4329,C41
375,2020,2584,2853,3454,2818,3944,4475,4078,4089,4433,4582,4379,4569,4564,C42
452,2215,2607,3152,3355,2910,4226,4301,3508,4149,4102,4329,4538,3852,4609,C43
521,1600,2371,3076,3303,2577,3240,3981,3866,4245,3762,4331,4135,4454,4218,C44
475,1568,1960,2236,2360,2918,3317,3152,3404,3777,3146,3344,3295,3107,2892,C45
596,1809,2178,2707,2722,2942,3892,3491,3502,3582,4164,3135,3683,3276,3509,C46
197,262,123,198,204,60,342,158,195,399,141,227,155,281,422,C47
217,216,273,71,97,241,139,224,95,458,96,205,301,292,332,C48
500,1968,2446,2982,3117,2636,3705,3429,3755,3685,3819,3507,3586,3917,3742,D1
468,1901,2519,3009,2919,2287,3566,3419,3413,3821,3407,3306,3316,3607,3649,D2
454,1961,2659,3150,3588,2569,3852,3824,3911,4280,3846,3818,3938,3995,4106,D3
528,2157,3036,2704,3111,2516,3679,3507,3840,4515,4283,3882,3685,4392,4451,D4
333,1783,2370,3656,3373,2815,4306,4059,4546,4961,5064,4886,4379,4667,4681,D5
310,1639,2479,3064,3201,2542,4114,3884,3994,4308,3858,4072,4237,3904,4323,D6
479,1838,2516,2837,3553,2825,3947,4100,4022,4324,3974,3714,4157,4191,4787,D7
417,2081,2886,3323,3225,2656,4053,3956,4412,4195,4035,4244,4288,4242,4268,D8
467,1878,2409,3103,3264,2402,3970,3988,4285,4073,4004,4410,4615,4662,4661,D9
518,1782,2873,3088,2951,2768,4265,3852,3964,4435,3980,4454,4609,4695,4436,D10
405,1873,2568,3084,3288,2815,3173,3639,3907,4220,4345,4367,4459,3768,4344,D11
450,2064,2414,2983,3283,2462,3714,3495,3830,3861,3868,4148,4173,4154,4408,D12
390,1900,2305,2593,2985,2152,3286,3525,3884,3958,4208,4357,3798,4409,4370,D13
454,1871,2351,2708,3126,2480,3786,4182,3784,4405,4266,3898,3931,4472,4457,D14
584,1749,2467,2567,2523,2165,3113,3463,3301,3462,3887,3066,3918,4541,3615,D15
321,1692,2517,2970,3264,2535,3590,3805,4137,4203,4266,3773,4344,4784,4399,D16
412,1421,2515,2956,3292,2848,3561,4207,4139,4101,4097,4286,4144,4623,4417,D17
584,1872,2193,2866,3313,2842,3476,4020,3700,4125,4496,4353,4104,4273,3869,D18
433,1837,2783,3070,3138,2995,3389,4322,4203,4283,4370,4305,4593,4527,4980,D19
408,1853,2684,2572,3425,2710,3823,4216,4054,4112,4274,4642,4402,4484,4624,D20
545,2086,3094,3715,3865,3358,4207,4660,4274,4982,4625,4630,5150,5015,4918,D21
522,1795,2678,3184,3334,2843,4391,3982,4284,4349,4487,4066,5361,4717,4527,D22
429,1776,2430,3051,3050,2665,3596,4272,3542,3609,4047,4902,4699,4858,4524,D23
347,1495,2545,3044,3447,2635,4120,3936,4124,3946,4598,4465,3865,4620,4944,D24
437,1686,2551,2921,3202,2775,3713,3746,3788,4402,4492,4499,3730,4580,4942,D25
383,1944,2643,3373,2677,2919,3939,4283,4035,4433,4120,4544,4452,4324,4476,D26
517,1662,2847,3189,2931,3002,4254,4377,4552,4397,4166,4518,4794,5249,4658,D27
522,1747,2614,2657,3192,2885,4095,3730,3905,4990,4419,4510,4602,4898,4760,D28
426,1838,2778,2731,3531,3078,4243,4695,4405,4697,4425,4329,4932,5034,4772,D29
429,1969,2821,3404,3290,3111,3750,3964,4262,4466,4301,4566,4278,4559,4617,D30
594,1663,2730,2772,3336,2794,3862,4339,4616,4578,4598,4657,4756,4531,4571,D31
583,2067,2628,3248,3605,3066,4416,4640,4502,4885,4604,5483,5146,5164,4997,D32
472,1797,2893,2971,2873,3473,4090,4290,4116,4763,4535,4554,4748,4604,4904,D33
520,1730,2674,3057,3010,3006,4071,4390,4539,4125,4626,4346,4474,4764,4286,D34
571,1840,2616,3219,3371,3590,3956,4300,4255,4824,4472,5119,4497,4641,4928,D35
399,1476,2495,2879,3056,2768,4313,4224,4258,4741,4479,4621,4679,4602,4575,D36
297,1603,2882,3477,3683,3093,4143,4302,4353,4312,4240,4116,4384,4178,4802,D37
553,2089,2240,3146,3671,2765,4039,4502,4133,4243,4846,4916,3907,4541,4760,D38
395,1926,2871,3128,3248,3065,4742,3763,4614,4492,4707,5183,4315,5090,4588,D39
316,1776,2785,3199,3498,3166,4237,4382,4591,4600,4320,4262,4737,4321,4615,D40
546,1877,2959,2704,3600,2791,3561,3616,3545,4095,3841,4108,4376,4365,4036,D41
431,1989,2898,3276,3287,3169,3717,3887,3918,4088,3977,3915,4406,4374,4389,D42
366,2146,2871,2870,3358,2672,3845,4091,4075,4234,4181,4133,3889,4509,4316,D43
539,1849,2878,3156,3300,2895,3992,4151,3999,4667,4024,4293,3925,4073,4559,D44
438,792,1684,1699,1746,1562,1992,1956,2174,2544,2279,2268,2021,2209,2067,D45
515,1945,2306,2582,2300,2688,3111,3350,3164,3122,2570,3017,2496,1945,1928,D46
107,314,318,255,170,64,162,242,47,428,186,176,229,315,263,D47
185,180,249,175,195,105,96,231,282,309,102,268,267,391,338,D48
417,1724,2311,2704,2863,2487,3495,3648,3862,4232,3980,3964,4098,4620,4219,E1
428,1825,2215,3151,2940,2616,3125,3652,3706,4022,4144,4149,4647,4750,4664,E2
675,2263,2470,2919,3326,2747,4356,4058,4725,4891,4774,4707,5125,4934,5056,E3
479,2113,2755,3146,3172,3139,4565,4594,5010,5574,4607,5104,4747,5646,5402,E4
363,2302,2724,3100,3253,2893,3965,4214,4087,5042,4642,4958,4800,4716,5416,E5
372,2228,2915,2889,3034,2610,3732,3876,4404,4328,4636,4474,4861,4667,4704,E6
363,1754,2567,2653,3375,2738,3899,4376,4003,4502,4889,4945,4982,5396,4961,E7
406,1798,2705,2866,3203,2486,3853,3534,4357,4327,5035,4604,4356,4623,5114,E8
392,1864,2568,2997,3296,3094,3616,4072,4107,5131,4597,5125,4802,5008,5661,E9
414,1285,2465,2755,3388,2286,3498,4000,3692,4516,3902,4359,4675,4393,5147,E10
420,1868,2728,3372,3029,2973,4016,4263,4417,5165,5015,4447,4783,4765,4915,E11
419,1610,2613,3002,2820,2878,3848,4256,4254,4055,4445,3971,4241,4622,5054,E12
330,1415,2157,2932,3077,2996,3842,3907,3905,4785,3942,4490,4772,4887,5183,E13
720,1769,2452,2577,3027,2642,3686,4118,4567,4164,4309,4650,4583,4539,4980,E14
602,1643,1997,2781,2940,2377,3575,3670,3433,4257,4040,3812,4045,3988,4296,E15
411,1568,2371,2452,2733,2398,3625,3553,3823,4759,3899,3623,5036,4425,4832,E16
644,1602,2302,2751,3325,2612,3690,3834,4140,4423,4616,4600,4812,4492,4945,E17
379,1590,2498,2510,3281,2848,3221,3869,4240,4678,4404,4268,4554,4948,4466,E18
707,1899,2554,2966,3183,2936,3551,4559,4371,5243,3959,4396,4900,5328,5267,E19
584,1638,2158,2612,3413,2391,3881,4475,4454,4452,4401,4487,4652,5201,5058,E20
554,1894,2545,2725,3150,2893,3946,4345,4076,4802,5030,4803,4801,5255,5385,E21
517,1672,2609,2643,3310,3191,3930,4078,3880,4778,5311,5058,5363,5350,5741,E22
590,1819,2614,3030,3442,2702,3801,4456,4153,5132,4828,4783,4771,5122,5161,E23
542,1930,2178,3052,3090,3092,4634,4442,4325,4457,4852,5254,4915,4837,5476,E24
540,1896,2385,2637,3570,3093,4087,4442,4689,5051,5124,5540,4972,5508,5328,E25
498,1928,2913,2961,3969,2984,4232,4295,4508,4959,4968,5423,4987,5215,5554,E26
563,1724,2245,2710,3201,2899,3380,4316,4117,4260,4524,4888,4927,5446,5098,E27
549,1835,2495,2508,3449,2507,3539,4604,3862,4591,4124,4579,4661,4866,4887,E28
499,1999,2558,3002,3347,3366,3803,4223,4172,5145,5037,5079,5527,5349,5608,E29
402,2850,3720,4584,4681,4656,6085,6235,6436,6520,6866,6505,6553,6640,7409,E30
502,1775,2626,2788,3097,2724,4089,4136,4516,4899,4586,5139,4816,5403,5635,E31
491,1597,2412,3146,2799,2791,4018,4649,4008,4598,4194,4862,4857,5180,5571,E32
453,1807,3153,3102,3417,3238,3535,4090,4654,5003,4583,4642,4769,5002,6075,E33
519,1829,2438,3185,3033,3024,3958,3995,4411,5026,4623,5128,5525,4545,5536,E34
397,2024,2932,3321,3861,3190,4354,4653,4773,4603,4850,5148,5085,5240,5646,E35
412,1833,2581,2853,3830,3286,4319,4503,4553,5216,4912,4877,5008,5622,5581,E36
420,2217,2797,3248,3880,3815,5575,5396,6167,6937,7129,7329,7517,8489,8164,E37
320,1709,2747,3110,3532,3260,4221,4066,4192,5442,4809,4746,5178,4898,5624,E38
529,1879,2383,2987,3696,3342,4429,4635,4991,5645,5567,5818,6005,5940,6158,E39
384,2105,2501,3507,3036,3590,4238,4178,4357,4498,4456,5247,4455,5229,5011,E40
342,1755,2644,2903,3255,3307,4523,4770,5031,4813,4888,4842,5425,5586,5205,E41
500,1808,2649,2758,3139,3201,3974,4256,4492,4806,4502,4834,4730,4564,5060,E42
488,1966,2955,3473,3515,3094,3986,4311,4631,4970,4712,5160,5330,5741,5965,E43
390,1934,2828,3208,3288,2916,4605,4257,4225,4715,5453,5107,5235,5030,4876,E44
299,1317,2226,2493,3003,3274,4037,3625,4210,4710,4505,4419,5011,5615,5746,E45
414,1754,2258,2970,2782,3086,3500,3445,4006,3741,3669,3545,3725,3575,3714,E46
111,255,242,172,135,211,179,153,233,318,140,167,259,188,333,E47
194,281,298,154,277,276,180,230,235,285,209,146,168,274,386,E48
494,1836,2599,2901,3218,2847,3432,3412,3323,3486,3596,3878,3522,4020,4018,F1
472,2573,2987,3744,4079,3855,4759,4896,5293,5226,5164,5056,5278,5552,5380,F2
480,1909,2317,3079,2894,2787,4070,3380,3561,4014,4056,3955,4476,4096,4517,F3
444,1770,2322,2873,2996,2835,3560,3657,4090,4133,4215,3964,4170,4369,5048,F4
548,1639,2118,2862,3142,2728,3444,4002,4024,3630,4186,4083,4219,4688,4729,F5
568,1837,2633,2857,3220,2759,3738,4048,4518,4116,4524,4391,4581,4767,5091,F6
355,1717,2092,2367,3213,2717,3486,3842,4384,4183,4464,4469,4692,4458,4753,F7
478,1739,2561,3021,2898,2461,3727,4083,4690,4193,4734,4941,4527,4908,5053,F8
410,1856,2527,3256,3361,3095,4828,4312,4857,4249,4494,4730,5103,4718,5302,F9
403,1749,2566,2847,3342,2750,4312,3965,4230,4166,4823,4803,4750,4608,4749,F10
350,1615,2114,2933,2861,2588,3373,4193,3769,4212,4084,4067,4058,4454,4868,F11
267,1640,2087,2873,2704,2442,3339,3830,4026,4107,3975,4317,4580,4461,4458,F12
556,1508,2180,2740,3144,2406,3867,3844,3666,4135,4303,4287,3846,3960,4667,F13
394,1667,2447,2674,2856,2538,3532,3838,3801,4244,4014,4353,4950,4487,4415,F14
625,1809,2375,2796,2607,2438,3314,3591,3457,4017,3674,3707,3874,4010,4131,F15
365,2264,2688,3215,3593,3204,4241,4640,4198,4315,3667,4805,4730,4911,4620,F16
396,1410,2365,2568,2719,2357,2676,3332,3428,4012,3836,3646,3718,3815,4527,F17
458,1619,2168,2840,2899,2732,3302,3501,3670,3716,4089,4163,4230,4234,4284,F18
545,1584,2464,2956,3296,2850,3601,4015,4008,4698,4466,4615,5262,4756,4567,F19
400,1420,2395,3088,3188,2539,3634,4050,3594,4215,4031,4253,4474,4404,4490,F20
358,1511,2266,3023,2824,3014,3635,3578,3556,4231,3663,3894,4102,4259,4254,F21
318,1614,2236,2829,3029,3226,4285,4197,4158,4547,4316,4389,4727,4696,5071,F22
283,1473,2536,2593,2977,2633,3251,3966,4235,4492,4007,4710,4870,4462,4423,F23
422,1662,2024,3021,2989,2672,3633,3484,4311,3893,4036,4462,4212,4829,4800,F24
381,1762,2636,2286,2903,2809,3810,4037,4239,4325,4593,4489,5031,4568,4508,F25
370,1691,2048,2452,3001,2510,3872,3536,4163,4437,4263,4591,4925,4494,4823,F26
408,2075,2502,3335,3242,2829,4034,4443,4600,4327,4557,4440,4898,4965,5327,F27
543,1539,2421,2829,2979,2593,3335,3248,3974,4242,4177,4061,4321,4378,4291,F28
324,1543,2586,3237,2825,2847,3734,3814,4066,4118,4138,4291,4669,4468,4586,F29
343,1681,2211,3025,3135,2984,3988,4071,4445,4648,4475,4578,4402,4208,4794,F30
443,1427,2242,3102,3084,2721,3787,4195,3771,4393,4008,4456,4069,4443,4478,F31
405,1677,2614,2968,3146,2882,3966,4115,4331,3970,4418,4662,4525,4663,4551,F32
359,2222,3115,3360,3814,3641,4541,4225,4953,5299,5165,5275,5358,5137,5701,F33
245,1838,2370,2833,3071,2977,4165,3857,4430,4228,4506,4610,4942,4543,4165,F34
357,1769,2535,2921,3049,3138,4059,4151,4189,4631,4712,4466,4655,4464,5035,F35
392,1466,2306,2751,3100,3153,4018,4150,4360,4374,4556,4588,4748,4866,4926,F36
240,1536,2669,3203,3122,2541,3754,4052,4507,4367,4281,4621,4634,4632,4701,F37
346,1749,2559,3274,3209,3240,3798,3934,4375,5117,5174,4651,4940,5287,4964,F38
537,1538,2685,3036,2933,2682,3684,3872,4030,4778,4424,4723,4566,4570,5034,F39
430,2196,3454,4203,4082,4247,4733,5164,5246,5514,5363,5660,5336,5207,5571,F40
373,1567,2550,2702,2913,2853,3393,3752,3769,4377,3939,4315,4441,4386,4169,F41
316,1568,2786,2936,3251,3010,3808,4168,4015,4324,4409,4786,4679,4494,4546,F42
409,1864,2746,3079,3860,3869,4544,4747,5009,5614,4858,5191,5502,5540,5492,F43
486,1864,2425,3230,3133,3160,4007,4159,4003,4905,4223,4944,4681,4302,4756,F44
454,1480,1474,1942,1665,1572,2113,2039,2208,2391,2351,2258,2530,1945,2385,F45
297,1953,2222,2592,2739,2585,3672,3260,3170,3915,3307,3532,3263,3603,3295,F46
84,186,229,252,106,193,129,163,170,391,183,265,188,305,481,F47
281,259,308,287,217,83,92,90,335,189,161,150,311,334,272,F48
552,1810,1895,2774,2689,2893,3058,3325,3276,3703,3295,3428,3641,3836,3905,G1
342,1639,2066,2452,3036,2733,3135,3323,3578,3515,3497,3848,4082,3812,4347,G2
440,1512,1810,2269,2441,2180,2975,3159,3565,3507,3370,3407,3463,3509,3890,G3
520,1268,2418,2741,2579,2436,3419,3711,3691,3895,4291,4372,4371,4215,4145,G4
440,1839,2568,3081,2872,2964,4179,4242,4049,4527,4573,4764,4470,4615,4988,G5
588,1726,2486,2787,3047,2958,3966,4109,3962,4694,4412,4523,4860,5111,4765,G6
255,1464,2211,2829,3190,2650,3365,4174,4195,4476,4564,4575,4373,4646,4852,G7
519,2006,2495,2850,3089,2735,4178,3862,3875,4376,4409,4428,4959,4499,4725,G8
425,1828,2579,2550,2682,2261,3890,4073,4111,4081,4419,4326,4610,4633,4479,G9
295,1764,2210,2817,2844,2420,3665,4215,4028,4021,4303,4128,4489,5004,4734,G10
196,1674,2111,2531,2800,2239,3159,3324,3257,3714,3555,4217,4111,4225,4142,G11
324,1409,2202,2603,2811,2449,3630,3525,3673,3855,4129,4410,4178,4272,4326,G12
223,1590,2414,2820,2792,2668,3698,3976,4062,4248,4338,4643,4438,4732,4714,G13
348,1655,2251,2929,2964,2556,3578,4051,3987,4055,4235,4004,4007,4291,4588,G14
352,1545,2090,2614,2782,2482,3238,3645,3392,3987,3314,3740,3945,4259,4383,G15
422,785,1265,1523,1481,1151,1793,1615,1894,1935,1875,1716,1788,2006,1574,G16
534,1654,2094,2665,2505,2600,3439,3596,3612,4049,3831,3667,3923,3925,3956,G17
438,1532,2036,2826,2764,2655,3575,3138,3995,3702,4126,4355,4574,4320,4368,G18
511,1538,2316,2347,2863,2764,3599,3966,3527,3967,3850,4211,4631,4302,4579,G19
385,1337,2083,2076,2619,2075,2888,3426,3115,3340,3522,3561,3569,3751,3640,G20
318,1431,1895,2257,3059,2785,3809,3828,3402,3929,4168,4635,4133,4569,4203,G21
527,1435,1844,2490,2771,1966,2921,3096,3524,3451,3735,3685,3828,3570,3946,G22
387,1606,1811,2568,2792,2487,3166,3593,4106,3533,3724,3849,4272,4376,4526,G23
443,1154,2324,2299,3174,2306,3330,3524,4168,4127,4693,4926,3959,4528,4225,G24
485,1560,2428,2704,2908,2821,3640,3565,4201,4315,4674,4510,4498,4545,4488,G25
386,1702,2098,2597,3052,2848,3085,3594,4051,3781,4261,3928,4385,4260,4047,G26
421,1402,2162,2285,2694,2574,3514,3698,3505,3450,3852,3814,4205,4081,3847,G27
355,1416,1911,2616,2710,2286,3066,3438,3728,3632,3958,4006,3877,4299,4068,G28
311,1244,2165,2498,2675,2704,3691,3646,4111,3594,4263,4039,4064,4814,4200,G29
470,1211,2203,2694,2558,2682,3729,3344,3456,4041,3853,4399,4300,4097,4244,G30
224,1523,2207,2828,3057,2820,3235,3513,4204,4128,4013,4273,4432,4534,4699,G31
508,1330,1926,2562,2873,2731,3542,3520,3997,3681,3991,3943,4041,4247,4169,G32
407,1796,2653,2687,3199,3140,3689,3487,4148,3523,4334,3947,4019,4271,4276,G33
446,1354,2269,2481,3340,3318,4027,4034,4209,4573,4291,4530,3915,4636,4840,G34
538,1711,2111,2719,3103,2802,3613,4169,4264,4043,4593,4088,4744,4977,4540,G35
455,1493,2568,2600,2994,2650,3619,3511,3926,4326,4214,4391,4309,4212,5039,G36
459,1482,2460,2628,2744,2602,3670,3976,3745,4057,3965,4053,4505,4211,4196,G37
380,1141,2382,2915,3134,2734,3165,3866,3825,4238,3980,4122,4482,4164,4201,G38
538,1320,2041,2466,2888,2994,3708,3787,3781,4180,3919,4439,4361,4540,4142,G39
398,1357,2574,2708,2981,3119,3954,4164,4278,4063,4573,4245,4545,4268,4492,G40
418,1791,2352,2533,2824,2859,3735,3741,3926,3786,3604,4348,4119,4574,3883,G41
377,1672,2726,2526,3107,2930,3931,3896,4004,3928,4808,4244,3946,4544,4322,G42
323,1785,2362,2733,2982,3077,3637,3795,4177,4531,4240,4119,4371,4637,4595,G43
464,1680,2379,2339,2918,2968,3540,4202,3564,4026,3608,4315,4187,4048,4143,G44
468,1170,2020,2261,2013,2489,3070,2803,2983,2869,3346,2893,2505,3162,2424,G45
302,1566,2501,2418,2751,2506,3180,2970,3110,3306,3387,2976,2886,2884,2467,G46
69,167,178,265,207,198,417,135,280,350,356,254,102,284,292,G47
81,137,207,213,23,122,293,226,77,192,228,268,228,431,267,G48
235,1688,2153,2315,2409,2482,3499,3295,3038,3570,3400,3681,3405,3114,3250,H1
272,1443,2281,2165,2996,2265,3019,3553,3466,3357,3214,3263,3156,3109,3428,H2
332,1859,2390,2214,2847,2380,3409,3799,3532,3980,3933,3742,3751,3567,3849,H3
537,1703,2013,2470,2390,2655,3375,3547,3222,4282,3737,3728,3947,3912,4106,H4
418,1878,2401,2599,2932,2899,3873,4040,3998,4388,4392,4297,4276,4509,5329,H5
445,1690,2476,2586,2476,2627,3752,3752,3812,4406,4507,4410,4693,4589,4296,H6
503,2031,2227,2831,3013,2786,3604,3696,4007,4209,4398,4434,4816,4440,4656,H7
439,1607,2401,3048,2865,2752,3639,4253,4276,3834,4576,4492,4080,4495,4897,H8
425,1410,2116,2863,2936,2409,3423,3927,4031,3801,4503,4446,4416,4566,4335,H9
397,1535,2258,2848,2908,2413,3894,3671,3795,4622,4228,4355,4315,4713,4099,H10
375,1570,2228,2694,2877,2552,3727,3841,3639,3900,4368,4107,4051,4082,4096,H11
380,1507,2079,2511,2655,2456,3759,3671,3721,4175,4124,4004,4017,3963,4569,H12
331,2759,3726,4342,5034,4903,5755,6065,6258,6401,6329,6525,6767,6326,6452,H13
380,1835,2338,2450,3073,2290,3449,3627,3380,3895,3857,4014,4623,3863,4187,H14
406,1413,2039,2626,2816,2312,3154,3890,3762,3938,4062,4155,3644,4213,4342,H15
392,1221,1996,2784,2858,2147,3427,3148,3542,3781,4104,4001,3623,4382,4024,H16
372,1314,2192,2631,2838,2023,3157,3519,3473,4153,4053,4252,4253,4816,4661,H17
269,1508,2252,2522,2828,2211,3545,3514,3141,3836,3736,3988,4101,3613,3789,H18
377,1623,2312,2133,2562,2499,3161,3687,3823,3616,4151,4038,4037,3702,3690,H19
428,1348,2515,2155,2662,2465,3192,3754,3549,3530,3866,4070,4018,4118,4362,H20
348,1405,2328,2450,2931,2420,3220,3939,3248,3508,4089,4062,3935,4053,4255,H21
265,1644,1945,2451,2705,2226,3984,3673,3762,3816,4087,4055,3958,4267,4332,H22
239,1513,2409,2547,2587,2389,3516,3730,3798,3922,3872,4213,4250,3958,4383,H23
396,1538,2241,2653,2799,2173,3387,3797,3969,4164,4641,4058,4766,4305,4944,H24
505,1247,2549,2956,2673,2812,3748,3937,3950,4641,4494,4648,4639,4847,4505,H25
464,1475,2245,2417,3000,2619,3369,3833,4192,4363,3998,4393,4794,4748,4823,H26
290,1395,2197,2323,2942,2677,2928,3704,3762,3971,4233,4278,4214,4120,4413,H27
451,1353,2166,2318,2867,2433,3323,3665,3344,3611,4022,4242,3847,4271,4247,H28
530,2344,3581,3961,4180,3751,4818,5020,4654,5415,5502,5210,5655,5263,5749,H29
415,1419,2131,2633,2585,2609,3491,3634,3793,3952,4091,3817,4714,4148,4624,H30
359,1522,1978,2594,2667,2626,3173,3381,3663,3850,4038,3635,4012,4033,4208,H31
436,1459,2011,2471,2627,2419,3312,3558,3757,4342,3951,3659,3613,4057,4069,H32
272,1489,2230,2678,3151,2521,3576,3752,4122,3977,3833,3893,3914,4110,3856,H33
432,1517,2142,2340,3686,2839,3735,4006,3836,4664,4021,4393,4462,4492,4881,H34
398,1568,2315,3048,2722,2790,3759,3821,3905,4283,3951,4295,4246,4513,4102,H35
386,1453,2230,2558,2721,2394,3567,4403,3766,4033,3825,4170,4100,4709,3930,H36
446,1275,2508,2421,3395,3006,4048,4034,3888,4357,4094,4229,4321,4405,4499,H37
208,1479,2435,2488,2911,2517,3647,3438,3605,4032,4038,3889,4208,4254,4264,H38
371,1344,2600,3025,3154,2724,3625,3852,4102,4404,4297,4314,4461,4252,4402,H39
506,1813,2400,2906,2792,3141,3815,4206,3936,4019,4402,4184,4190,4273,4414,H40
294,1624,2694,2876,2954,3055,3638,4329,4225,4327,4357,3737,4468,4462,4560,H41
552,1543,2334,2629,2974,2470,3918,3623,3754,3961,3999,4201,3734,4183,4278,H42
402,1314,2548,3128,3369,2704,4110,3529,3873,4027,4104,4065,4023,4057,4004,H43
421,1604,2426,2858,3234,2629,3725,4045,3956,4036,3983,3939,4045,3663,4173,H44
406,1561,1452,1596,1969,1926,2712,2612,1989,2522,2630,2936,2771,2444,2630,H45
424,1582,2247,2532,2810,3053,3033,3182,3103,3266,3465,3188,2977,2959,2268,H46
138,234,301,0,313,166,64,349,113,259,327,218,178,253,286,H47
83,206,250,83,140,157,84,235,117,179,230,285,235,262,325,H48
