% Fluorescence version 1.0
% plate 1536 = 32x48 (15 times)
% @meta
% Plate=1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
% Repeat=1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
% Barcode=AP-01,AP-01,AP-01,AP-01,AP-01,AP-01,AP-01,AP-01,AP-01,AP-01,AP-01,AP-01,AP-01,AP-01,AP-01
% Measured height=10.05,10.19,10.11,10.11,10.16,10.13,10.13,10.16,10.11,10.16,10.16,10.19,10.13,10.13,10.16
% Chamber temperature at start=26.49,26.29,26.39,26.29,26.39,26.39,25.97,25.5,25.09,25.58,26.46,26.46,26.26,26.09,26.07
% Chamber temperature at end=26.12,26.29,26.51,26.39,26.42,26.09,26.02,25.21,25.31,25.41,26.29,26.39,26.29,26,26
% Humidity at start=28.6,27.2,27.2,27,27,23.7,24.5,26.9,26.7,26.2,25.8,26.4,27.5,27.4,27.2
% Humidity at end=28.6,27.8,27.7,27.5,27.7,24,25,27.5,27.4,26.7,26.4,27,28.1,28,27.8
% Ambient temperature at start=26.69,26.69,26.79,26.69,26.79,26.59,26.46,25.61,25.58,25.78,26.66,26.76,26.66,26.49,26.37
% Ambient temperature at end=26.81,26.59,26.62,26.59,26.71,26.49,26.22,25.61,25.51,26,26.59,26.59,26.49,26.39,26.2
% Group=1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
% Label=FAM(1),FAM(1),FAM(1),FAM(1),FAM(1),FAM(1),FAM(1),FAM(1),FAM(1),FAM(1),FAM(1),FAM(1),FAM(1),FAM(1),FAM(1)
% ScanX=0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
% ScanY=0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
% Measinfo=De=1st Ex=Top Em=Top Wdw=N/A,De=1st Ex=Top Em=Top Wdw=N/A,De=1st Ex=Top Em=Top Wdw=N/A,De=1st Ex=Top Em=Top Wdw=N/A,De=1st Ex=Top Em=Top Wdw=N/A,De=1st Ex=Top Em=Top Wdw=N/A,De=1st Ex=Top Em=Top Wdw=N/A,De=1st Ex=Top Em=Top Wdw=N/A,De=1st Ex=Top Em=Top Wdw=N/A,De=1st Ex=Top Em=Top Wdw=N/A,De=1st Ex=Top Em=Top Wdw=N/A,De=1st Ex=Top Em=Top Wdw=N/A,De=1st Ex=Top Em=Top Wdw=N/A,De=1st Ex=Top Em=Top Wdw=N/A,De=1st Ex=Top Em=Top Wdw=N/A
% Kinetics=0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
% Measurement date=11/20/2012 2:12:58 AM,11/20/2012 3:17:04 AM,11/20/2012 4:21:15 AM,11/20/2012 5:25:27 AM,11/20/2012 6:29:44 AM,11/20/2012 8:53:17 AM,11/20/2012 10:59:44 AM,11/20/2012 1:03:59 PM,11/20/2012 3:08:16 PM,11/20/2012 5:12:32 PM,11/20/2012 7:16:45 PM,11/20/2012 9:20:59 PM,11/20/2012 11:25:13 PM,11/21/2012 1:29:27 AM,11/21/2012 3:33:41 AM
@relation CP-001073
@attribute 0 integer % 2012-11-20T02:10:18+00:00
@attribute 3846 integer % 2012-11-20T03:14:24+00:00
@attribute 7697 integer % 2012-11-20T04:18:35+00:00
@attribute 11549 integer % 2012-11-20T05:22:47+00:00
@attribute 15407 integer % 2012-11-20T06:27:05+00:00
@attribute 24019 integer % 2012-11-20T08:50:37+00:00
@attribute 31606 integer % 2012-11-20T10:57:04+00:00
@attribute 39061 integer % 2012-11-20T13:01:19+00:00
@attribute 46518 integer % 2012-11-20T15:05:36+00:00
@attribute 53974 integer % 2012-11-20T17:09:52+00:00
@attribute 61427 integer % 2012-11-20T19:14:05+00:00
@attribute 68881 integer % 2012-11-20T21:18:19+00:00
@attribute 76335 integer % 2012-11-20T23:22:33+00:00
@attribute 83789 integer % 2012-11-21T01:26:47+00:00
@attribute 91243 integer % 2012-11-21T03:31:01+00:00
@attribute name string
@data
244,1334,2226,2054,2624,1896,2979,3052,2937,3465,3717,3798,4017,3650,3995,I1
314,1640,2361,2783,2723,2861,3218,3557,3816,3302,3971,4195,3900,4230,4554,I2
253,1723,2881,3067,3381,2844,4130,4097,4061,4474,4701,4448,4723,5487,5078,I3
298,1671,2802,2868,2798,2773,3945,3953,3693,4475,4892,5074,5389,4723,5147,I4
371,1870,2216,2861,3043,3006,3989,4145,4543,4309,5164,4653,4498,5459,5290,I5
319,1514,2461,2568,3144,2820,3978,4600,4469,4143,4533,4887,4646,4919,4923,I6
319,1753,2900,3028,3494,2826,4123,4528,4423,4997,4540,5149,5372,5025,5324,I7
396,1763,2608,2755,3142,2802,3813,4431,3890,4846,5140,4673,4935,4612,5077,I8
582,1626,2469,2546,3053,2777,3778,4534,4498,4001,4608,5009,4959,5425,5686,I9
391,1704,2430,2597,2700,2516,3727,3525,3405,4521,4657,4282,4681,4444,4919,I10
478,1651,2396,2569,2867,2612,3889,3733,3750,4020,4394,4679,4892,4534,4610,I11
561,1350,2203,2451,3152,3020,3678,3975,4196,4485,4610,4882,4546,5581,5400,I12
392,1513,2515,2801,2691,2826,3406,3631,3770,4221,4323,4000,4740,4459,4637,I13
465,1385,2339,3100,3066,2748,3353,3667,4119,4339,4180,4573,4331,4864,4696,I14
563,1457,2424,2455,3187,2814,3778,3873,3730,4482,4237,4351,4857,4799,5182,I15
423,1657,2172,2611,2667,2600,2922,3315,3198,4085,3594,4056,4364,4461,4665,I16
243,1268,2173,2486,2880,2488,3372,3497,3386,4249,4124,4372,4153,4410,4604,I17
379,1235,2412,2415,2865,2439,3198,3394,3487,4172,3981,4326,4169,4132,4441,I18
360,1675,2419,2484,2678,2215,3633,3845,3527,4316,4218,4346,4149,4295,4803,I19
504,1590,1863,2581,2591,2476,3518,3522,3666,3753,4065,4415,4257,4341,4407,I20
399,1503,2566,3098,2712,2962,4086,3902,3808,4118,4578,4296,4803,5499,4359,I21
393,1438,2174,2436,2874,2914,3730,3994,4104,4307,4384,4443,4781,4743,4739,I22
440,1409,2159,2306,2979,2945,3997,4314,4333,4963,4627,4988,5085,4679,4811,I23
218,1107,1561,2200,3131,3142,3595,3909,4123,4200,4586,4361,4746,4436,5181,I24
255,1052,1495,2874,2932,2928,3794,4461,4454,4605,4826,4820,4873,5592,5259,I25
272,1608,2329,2785,3221,2741,3828,3979,3865,4659,4482,4965,4916,4549,4970,I26
571,1453,2439,3345,2958,2535,3685,3574,3804,3720,3890,4281,4213,4341,4145,I27
348,1418,2502,2606,2799,2753,3886,3708,3890,4326,4136,4285,4536,4400,4813,I28
461,1621,1890,2168,2467,2239,3725,3359,3251,3979,4251,4380,4248,5031,4794,I29
358,2030,3004,3083,3806,3653,4183,4672,5162,5731,5325,5435,5499,5345,5550,I30
391,1348,2255,2747,3170,2634,3728,3903,4258,4061,3980,4549,4884,4880,4760,I31
448,1581,2628,2548,2991,2413,3309,4040,3702,4043,4230,4652,4298,4532,5159,I32
393,1548,2414,2777,3041,2644,3796,3980,3778,4152,4183,4414,4548,4736,4937,I33
610,1556,2392,2588,3129,2868,3964,3991,4281,4490,4393,4675,4641,4700,5145,I34
282,1365,2160,3013,2733,2937,3694,3714,3520,4294,4412,4874,4809,4121,4562,I35
361,1475,2687,3239,3026,2784,3594,3447,4142,4122,4473,4467,4489,4804,5124,I36
340,1516,2621,2837,2842,2913,3807,4511,4078,4641,4865,4918,5095,5146,4985,I37
454,1495,2067,2589,2954,2572,3778,3917,4272,4613,4394,4588,4700,4179,4709,I38
453,2041,2667,2913,3229,3011,3635,4270,4272,4650,4635,5179,5141,4686,4833,I39
394,1472,2489,3077,3076,2776,3772,4021,4183,4540,4166,4828,4852,4321,5022,I40
688,1571,2611,2548,2841,2880,3951,3722,4175,4235,4464,4772,4762,4648,4569,I41
469,1631,2454,2666,3333,3465,4051,4127,4139,4619,4426,4626,5102,4518,5156,I42
339,1724,2462,2715,2972,2893,4061,3881,3976,4499,4700,4632,4494,4587,5071,I43
468,1665,2481,2283,3132,2604,4123,3985,3820,4506,4460,4802,4721,4696,3883,I44
314,1570,2014,2437,2763,3032,3501,3624,3712,3906,3795,4142,4186,4644,4705,I45
465,1162,2355,2487,2588,2973,3865,3967,3581,3561,3855,3329,3384,3549,3004,I46
127,243,228,214,122,258,177,88,43,424,200,215,270,335,250,I47
203,292,223,106,24,280,259,166,104,515,200,215,202,308,193,I48
412,1655,2362,2493,2443,2361,3337,3283,2755,3652,3492,3629,3545,3381,3332,J1
370,1526,1949,2685,2917,2485,3314,3542,3372,3744,3648,3813,3540,4119,3772,J2
289,1254,2175,2708,3514,3202,4018,3897,3766,4150,4107,4960,4625,4556,4974,J3
425,1486,2317,3215,2627,2865,3998,3936,3610,4219,4430,4494,4548,4605,4660,J4
324,1435,2392,2676,3315,3171,3885,3771,3993,4457,4738,4359,4841,4792,4936,J5
209,2091,3320,3416,3928,3815,4809,5304,5566,6088,5367,5626,6206,5674,5971,J6
488,1418,2555,3177,3257,3053,3887,4240,4370,4939,5000,4929,4617,5048,4953,J7
535,1679,2480,3144,3480,3522,4419,4568,4394,4971,4955,5525,4773,5455,5591,J8
445,1728,2601,2564,3181,2643,3634,3987,3889,4391,4117,5194,5004,5204,5362,J9
409,1640,2254,3024,2760,2852,4262,4092,3553,4602,4757,4460,4492,4503,4506,J10
331,1252,2472,3129,3564,2825,3795,3920,4374,4277,4433,5191,4813,4886,5014,J11
405,1413,2307,2639,3044,2660,3814,4408,4627,4092,4445,4802,5064,4622,4928,J12
400,1443,2704,2396,2456,2776,3942,3899,4182,4310,4314,4485,4602,4802,4561,J13
238,1086,2300,2833,2924,2401,3812,3488,3742,4350,4555,4774,4719,4205,4368,J14
480,1427,2445,2741,3167,2792,3725,4243,3760,4084,4407,4457,4835,4810,4932,J15
329,1454,2340,2789,3124,2621,3888,3972,4227,5143,4537,5056,4838,4719,5018,J16
295,553,953,1313,1398,1367,2287,3899,3492,4322,4097,4764,4417,4541,4835,J17
528,1146,2178,2198,2429,2276,3255,3621,3813,3790,3611,4463,4145,3820,4470,J18
260,1031,1997,2674,2946,2941,3530,3406,4107,4274,4078,4520,4573,4917,4469,J19
515,1497,1940,2640,2688,2965,3739,3721,3664,4236,4093,4125,4165,4201,4668,J20
348,1439,1956,2483,2969,2710,3610,4186,3952,4155,4006,4703,4939,4791,4610,J21
392,1375,2359,2756,3086,2834,3644,4026,4388,4279,4836,4424,4314,4629,4629,J22
251,1403,2387,2582,2974,3181,3974,3836,3807,3987,4422,5224,4652,4589,4958,J23
390,1377,2311,2767,2791,2966,3626,4178,3758,4348,4199,4765,5058,4823,4926,J24
386,1414,2555,2866,3338,3151,3776,4102,4217,4687,4136,4646,4969,5134,4982,J25
377,1561,2436,2809,3243,2668,3926,3902,4466,4696,4394,4499,4687,5470,5383,J26
355,873,1827,2562,3191,2806,3895,4311,4198,4321,4160,4194,4614,5166,4703,J27
324,775,1380,1521,1799,3065,4060,3674,3981,4026,4267,4271,4683,4456,4650,J28
484,1385,2346,2520,3273,2869,3576,4004,3877,4475,4316,4020,4372,4923,4751,J29
401,1281,2111,2242,3060,2624,3767,4248,3526,4030,4319,4359,4315,4893,4822,J30
356,1313,2484,3094,3321,2953,4002,4194,4322,4741,4650,4545,5128,5200,4890,J31
467,912,2021,2745,3226,3163,3694,4091,4208,4669,4311,4564,4562,4940,4676,J32
480,1456,2735,2411,3179,3274,4139,4217,3859,4479,4880,4706,4914,5200,5278,J33
372,1175,2649,3146,3374,2850,3914,4239,3959,4293,4551,4740,4806,5203,5169,J34
498,973,2185,2706,3295,3039,3620,4175,4548,4452,4620,4538,4648,4870,5342,J35
351,1219,2628,2999,3005,3108,3724,3709,4333,4201,4300,4981,4868,4938,5205,J36
299,1546,2301,2829,3220,2686,4118,3860,4375,4640,4553,4896,5242,4653,5187,J37
467,1437,2388,2693,3312,3143,4072,4087,4243,4209,4265,4649,4710,5437,4974,J38
506,1028,2353,3030,2949,3003,4002,3929,3795,4336,4272,4709,4554,4803,4351,J39
558,1500,2359,2485,3149,2887,3995,4384,4029,4792,3865,4769,4659,5119,4680,J40
315,1487,2559,3079,3075,3111,4045,3883,4348,4458,4486,4900,4650,4567,4778,J41
279,1312,2685,2804,3328,3171,4041,4491,4403,4425,4648,5080,4919,5157,4767,J42
512,1658,2533,2907,3108,2893,4333,3981,4914,4239,4546,4216,4335,4494,4948,J43
319,1390,2474,2871,3125,2973,4216,3971,3635,4395,4303,5058,4702,4890,5170,J44
307,967,1536,1876,2110,1980,2247,2330,2026,2713,2398,2730,2681,2248,2143,J45
482,1540,2133,2265,2597,2399,3395,3471,3077,4058,4034,3958,3936,4081,3283,J46
148,92,94,161,96,322,153,130,7,421,271,299,355,236,289,J47
138,200,47,197,274,286,223,198,90,296,245,313,276,227,470,J48
615,1529,2292,2560,3062,2514,2991,3332,3091,3172,3130,3632,3610,3539,3474,K1
511,1709,2320,2398,2784,2405,3478,3284,3357,3752,3734,3811,4254,3967,3814,K2
388,1617,2503,2701,2572,2168,3323,3658,3279,4000,3642,4045,3646,4366,4738,K3
510,1804,2846,3106,2933,3141,4016,4322,3918,4693,4050,4779,4565,4741,4797,K4
246,922,1149,1316,1453,2128,3688,3853,3441,4352,3757,3916,4207,4008,4009,K5
477,1621,2524,2634,2589,2766,3738,4116,3906,4335,4148,4618,4654,4615,4834,K6
270,1039,2654,2827,2707,2886,3480,4182,3749,4375,4507,4851,4781,4667,4680,K7
314,1537,2356,2818,3023,2796,4277,4306,4321,4147,4252,4856,3987,4606,4919,K8
340,1380,2202,2459,2492,2351,3141,3540,3792,4044,4281,4647,4298,4669,4827,K9
302,1304,2814,2416,2988,2520,3824,3877,4014,3735,4110,4258,4527,4538,4436,K10
349,589,1329,1311,1431,1310,2249,2283,2222,2596,2490,2767,2547,3107,2887,K11
371,1019,2141,2696,2319,2637,3104,3446,3108,3228,3117,3580,4091,3977,4044,K12
273,1167,2408,2497,2802,2334,3726,3865,3994,4080,4016,3716,3909,4603,4503,K13
253,1272,2245,2382,2387,2352,2973,3430,3114,3540,3919,4360,4036,4163,3727,K14
475,1553,2196,2753,2703,3018,3244,3734,3592,4529,4233,4289,4654,4540,5050,K15
347,1402,2087,2690,2294,2532,2916,3455,3701,3590,3916,4247,4430,4266,4550,K16
515,1557,2424,2600,2884,2807,3552,3661,4267,4238,4260,4589,4734,4501,4419,K17
428,1261,1988,2218,2612,2334,3393,3881,3470,3800,3880,4102,3640,4217,3981,K18
454,943,2145,2619,2821,2332,2993,3348,3699,3911,3912,3771,4116,4286,4044,K19
320,1242,2145,2379,2623,2143,3023,3430,3677,3337,3524,3050,3996,4094,3877,K20
422,1344,2273,2278,2699,2713,3235,3922,3756,3887,3605,4345,3922,4169,4650,K21
352,1284,1909,2604,2599,2300,3228,3157,3115,3842,3671,3895,3910,3705,4135,K22
406,1518,1790,2446,2221,2131,3553,3468,3533,3630,3818,3717,3930,4358,3817,K23
290,1215,1618,2389,2685,2367,3532,3352,3294,3251,3582,4011,3790,4281,4418,K24
471,1340,2017,2307,2461,2597,2828,3523,3314,3489,3633,4152,4175,4079,4073,K25
509,1258,1965,2377,2713,2270,3411,3779,3630,3802,3838,3661,3825,4513,4359,K26
500,1191,2000,2455,3009,2471,3021,3656,4049,4368,4110,4037,4139,4609,4509,K27
596,1231,1845,1810,2106,1915,2718,3073,3365,3393,3303,3523,3661,3775,4036,K28
339,1323,2118,2460,2785,2630,3895,3509,3538,4619,3931,4359,4139,4188,4553,K29
366,1342,2353,2470,2942,2957,4197,4531,4021,4546,4400,4412,4807,4581,4893,K30
371,1334,2604,2435,2776,2581,3383,3785,4374,4168,4417,4477,4863,4924,4801,K31
347,1331,2104,2714,3091,2751,3607,3558,3968,4809,3964,4607,4700,4320,4951,K32
309,1253,2463,2566,2916,2816,3498,3894,3944,4027,4069,4011,4449,4389,4741,K33
407,1111,2127,2329,2849,2716,3791,3690,3801,3847,4093,4433,4161,4568,4685,K34
357,1635,2486,2758,2603,2778,3577,3941,4162,4159,4295,4383,4088,4227,4916,K35
249,1341,2320,2613,2951,3224,3915,4048,4048,4692,4795,4361,4825,4664,5434,K36
372,1439,2416,2617,3089,2583,3791,3779,4063,4120,4294,4417,4604,4557,4743,K37
292,930,1722,2452,3891,3449,4015,4447,4499,4554,4973,4744,5312,4905,5338,K38
510,1633,2231,2893,3238,2767,3790,3732,4321,4179,4108,4160,4383,4673,4930,K39
378,1657,2266,2620,2654,2751,3998,4156,4102,4149,4476,4143,4640,4830,4986,K40
573,1289,2247,2753,2588,3123,4087,4061,3600,4457,4557,4785,4677,5249,4791,K41
311,1016,2389,3599,3177,3109,3741,3681,4299,4754,4332,4903,4458,4484,5161,K42
313,1388,2499,3049,3271,2911,3912,4471,4439,4454,4808,4505,4747,4298,4548,K43
298,1607,2287,2500,2887,2926,3529,3881,4017,4285,4156,4452,4421,4185,4387,K44
373,1345,2157,2624,2856,3683,3284,4616,4542,5044,4816,4401,4745,4657,5097,K45
273,897,1929,2161,3120,2857,3420,3464,4185,4143,4099,4289,4461,4241,4383,K46
65,102,228,140,207,198,85,286,285,316,56,159,132,218,210,K47
26,111,209,423,138,282,138,299,140,286,69,141,130,316,337,K48
330,1506,2085,2499,2333,1968,2594,3139,3010,3405,2659,2763,3098,2982,3090,L1
225,932,1970,2591,3031,2215,2954,3323,3031,3401,3040,3596,3329,3215,3850,L2
346,1112,2008,2144,2511,2625,3395,3120,3294,4205,3584,3649,3985,3714,3906,L3
275,1185,1446,2258,3195,2273,2993,3586,3650,3927,3578,3641,3949,3877,3955,L4
456,1427,2195,2373,2707,2393,3558,3594,3953,3865,3977,3821,4265,4735,4510,L5
289,1321,2065,2421,2639,2594,2996,3451,3804,4184,3687,4653,4523,4128,4402,L6
351,1453,2230,2319,2865,2802,3382,3589,3681,4215,3909,4241,4435,4658,4374,L7
401,895,1169,2274,2486,2564,3476,4211,3875,4313,4112,4044,4115,4421,4537,L8
401,1520,2133,2386,2368,2420,3497,3770,3339,4158,3832,3918,3781,4293,4813,L9
237,1484,2004,2733,2993,2602,3564,3453,3619,3808,4039,4139,3754,3921,4016,L10
407,1329,2126,2366,2833,2268,3470,3765,3291,3667,3878,3886,3906,3912,4426,L11
236,992,1366,1491,2438,2386,2997,3003,3169,3757,3613,3912,4179,3803,4053,L12
387,1552,2338,2519,2688,2192,3416,3203,3294,3884,3463,3386,3641,3597,3780,L13
199,972,1803,2690,2464,2670,3450,3660,3124,3354,3610,3857,4067,4144,3513,L14
261,1373,2041,2442,2728,2649,3768,3529,3924,4257,4067,4355,4045,4473,4399,L15
171,1507,2162,2437,3232,2905,3558,3789,4641,3999,4099,4464,4166,4591,4648,L16
330,1413,2496,2109,2710,2636,3431,3633,3769,3775,3988,4518,4671,4041,4440,L17
313,1028,1777,2409,2535,2485,3454,3461,3644,3910,3595,4157,3721,4012,3908,L18
226,1344,2141,2343,2564,1922,3360,3425,3475,3439,3878,3689,3859,3988,3688,L19
259,1009,2115,2207,2369,2520,3350,3563,3865,3864,3796,3786,3896,3546,4178,L20
248,1203,2264,2351,2521,2087,3436,3821,3502,4073,3585,3966,3885,3941,4297,L21
332,973,2260,1953,2462,2364,3201,3154,3304,3389,3003,3635,3579,3250,3776,L22
140,1196,1857,2264,2539,2124,2958,2882,3440,3616,3718,3790,3882,4048,4200,L23
215,589,1657,2075,2623,1977,2974,2943,2897,3629,3341,4070,3538,3764,3842,L24
351,737,1758,2041,2776,2464,2843,3047,3153,3888,3482,3271,3289,3404,4017,L25
331,839,969,1347,1181,2210,2942,2889,3208,3557,3499,3566,3575,3660,3853,L26
300,981,1993,2627,2546,2778,2914,3813,3418,3543,3526,4087,3761,4156,3894,L27
585,1592,2241,2430,3098,2290,3223,4112,3234,4354,3989,3756,4064,4373,4028,L28
331,1173,2050,2448,2528,2744,3528,3716,3626,4249,4064,4200,4220,4327,4874,L29
268,1248,2114,2399,2828,2548,3372,3776,4184,3844,4119,4357,4604,4653,4650,L30
345,1344,2278,2406,2774,2401,3874,3669,3411,4517,3884,4278,4052,4334,4696,L31
383,1645,2172,2551,2501,2774,3276,3873,3440,4131,4505,3767,3936,3793,4670,L32
533,1086,2191,2466,2519,2505,2976,3370,3407,3949,3589,3891,4301,4081,4327,L33
411,744,1393,1394,2379,2576,3434,3728,3651,4158,3636,4739,4356,4197,4636,L34
298,1122,2166,2587,2687,2633,3595,3473,3187,4398,3701,4062,3612,4323,3924,L35
549,1362,2551,2313,2899,2725,3699,3346,3962,4410,4080,4450,4714,4356,4990,L36
518,1488,2822,2321,3072,3153,3731,4038,4267,4504,3860,4221,4657,4411,4633,L37
236,985,1957,3022,2738,3120,3639,3994,3909,4306,3988,4407,4576,4458,4692,L38
253,1349,2317,2624,2910,2651,3459,4041,3980,4393,4180,4188,4032,4510,4835,L39
448,1498,2836,2626,2948,3087,3789,3753,4456,4824,4213,4387,4277,4482,4910,L40
285,1377,2313,2483,3230,3018,3866,3524,3739,4141,3811,4237,4477,4046,4700,L41
53,1463,2057,2607,2495,2482,3223,3420,3548,3582,3541,3729,3826,3749,4008,L42
490,2011,2474,2809,2996,2864,4179,4409,4522,3997,4646,4940,4701,4860,4561,L43
409,1569,2238,2693,2805,2922,3534,4080,4271,3785,3835,4416,4073,4062,4687,L44
409,1048,1626,1509,2182,1925,2347,1928,2377,2706,2408,3095,2755,2288,2628,L45
260,1348,2071,2560,2689,2687,3513,3183,3630,4415,3846,3540,3439,3147,2906,L46
123,78,175,239,0,145,166,187,265,312,44,149,165,86,339,L47
183,88,184,178,222,85,54,231,155,202,116,236,170,206,512,L48
510,1594,2098,1992,2720,2433,3204,3185,3665,3710,3770,3781,4177,3860,3931,M1
340,1552,2001,2927,2799,2606,2934,3266,3982,4071,3876,4763,4185,4239,4241,M2
258,1869,2412,2950,2910,2540,3379,3803,3739,4355,3818,4546,4838,4610,4836,M3
398,1734,2378,2828,3157,2933,3368,3793,4528,4351,4792,4678,4439,5068,5191,M4
419,1452,2215,2427,2939,2468,2985,3684,4254,4199,4125,4392,4517,4961,5473,M5
365,1648,2591,2518,3155,2901,3209,3634,3654,4164,3964,4601,4198,4607,4523,M6
478,1495,2277,3449,3371,3421,4502,4881,4885,5346,5413,6906,6781,6743,6635,M7
457,1657,2043,2628,2806,2438,3669,3977,3745,4080,4225,4809,4567,5404,5588,M8
486,1465,1969,2498,2803,2408,3852,3693,3774,4257,3953,4898,4470,4903,4853,M9
375,1569,2179,2613,2474,2151,3383,3833,3883,4072,4312,4175,4805,4639,4802,M10
312,1865,2290,2632,2804,2576,3363,3842,3452,4393,3925,4590,5154,4790,5268,M11
349,1700,3069,2869,3210,3117,4121,4246,4005,4740,4640,5220,4693,4779,5367,M12
224,1840,2076,2180,2395,2055,2796,3483,3556,3539,3708,4172,3712,4254,4181,M13
377,1455,1862,2055,2405,2442,3555,3963,3381,4314,3978,4644,4034,4761,4836,M14
390,1331,2014,2778,2684,2350,3580,3626,4013,3927,3609,4205,4284,4389,4792,M15
605,1661,1844,2202,2102,2261,2869,3064,3278,3686,3678,4003,4098,3928,4572,M16
301,1428,2176,2493,2540,2452,3562,3819,4298,3922,4056,4451,4350,4588,4517,M17
449,1251,2262,2430,3035,2738,3500,3894,3752,4193,4367,4851,4071,4759,4599,M18
167,736,1211,1266,1852,2606,4040,3736,3929,4013,4080,4141,4260,4786,4481,M19
486,1378,2086,2371,2506,2514,3089,3508,3610,3411,3723,4537,4244,3981,4738,M20
609,1220,2194,2517,2414,2414,3101,3452,3763,4077,3756,3838,4133,4418,5199,M21
375,1311,1537,2495,2507,2167,3401,3534,3862,3976,3972,4105,3892,4117,4355,M22
260,768,2341,2406,2998,2006,3632,3239,3593,4465,4233,4234,4035,4589,5106,M23
367,1261,2137,2452,2451,2308,3511,3417,3599,3856,4460,4110,4330,4257,4573,M24
234,1437,2127,2154,2521,2445,3165,3610,3710,3972,3850,3997,4021,4255,5221,M25
495,1166,1903,2162,2592,2423,3114,3563,3291,3723,3815,3914,4124,4764,5241,M26
160,1290,2160,2703,2602,2465,3954,3640,3429,4208,4169,4377,4794,4957,4683,M27
201,1256,2496,2768,2880,2515,3445,3466,3874,4356,4329,4425,4632,4709,4739,M28
371,1255,1852,1816,1911,1977,2619,3347,3463,3555,3585,3745,3722,4053,3885,M29
530,1864,3298,3502,3454,3962,4715,4925,4957,5093,5632,5615,5559,5964,6161,M30
275,1555,2131,2113,2615,2781,3857,3800,4094,4682,4756,5158,5126,4867,5016,M31
566,1649,2185,2552,2742,2487,3701,3687,3972,4179,3952,4404,4658,5157,5128,M32
483,1440,2400,2516,2620,3025,3754,3616,3903,4411,4065,4719,4783,4945,4721,M33
378,1509,1981,2689,2823,2793,3537,3667,4363,3830,4447,4508,4156,5039,4465,M34
331,1393,2216,2511,3080,2762,3872,3970,3571,4645,4448,4771,4642,4888,5263,M35
370,1521,2522,2561,2860,2821,3330,4095,4030,4457,4368,4788,4281,4885,4818,M36
312,1376,2470,2685,2403,2360,3446,4121,3927,4191,4422,4735,4994,4998,5506,M37
457,1722,2960,2993,2719,3076,3888,4799,4047,4462,4498,5317,5128,5363,5261,M38
323,1718,2725,2845,2767,3397,4150,5025,4911,5326,5689,5739,6036,6668,6349,M39
282,1514,3039,3271,2944,3161,4095,4538,4654,4947,5564,4870,4784,5201,5710,M40
277,1307,2448,2772,2969,3101,3805,4401,4321,4498,4473,4840,5567,5909,4930,M41
386,1706,2387,2394,3002,2931,3874,4084,4198,4914,4038,4796,5241,5362,5452,M42
385,1733,3121,3795,4613,5804,6709,7661,7682,8524,8940,10068,9844,9303,10041,M43
486,1817,2377,2830,2723,3104,3732,4448,4759,4693,4218,5464,4955,5134,4674,M44
446,1509,2011,2349,2500,3140,3466,3490,4285,4314,4688,4998,5289,5243,5071,M45
427,1273,2188,2627,2599,3591,4216,4544,4087,4952,4933,5375,4906,5066,5173,M46
85,121,313,30,124,295,259,275,139,263,124,325,283,214,391,M47
166,123,222,170,3,229,141,291,153,363,48,237,206,314,306,M48
492,1534,1946,2472,2291,2065,2810,3369,3463,3588,3074,3557,3513,3217,3799,N1
557,1420,2083,2712,2077,2371,3544,3205,3456,4060,3547,4338,3997,4439,4316,N2
374,1473,1904,2647,2617,2661,3460,3708,3710,3865,3949,3511,4017,4035,4083,N3
357,1439,2064,2258,2714,2649,3606,3550,3885,3804,4038,4299,4241,4529,4273,N4
295,1142,2397,2716,2864,2371,3289,3378,3617,4594,4301,4268,3939,4278,4341,N5
359,1297,2160,2754,2628,2849,3548,3895,3605,3753,3849,4126,4229,4220,4711,N6
473,1328,2184,2549,2249,2554,3401,3563,3722,3960,3771,3802,4170,4365,4214,N7
541,1428,1870,2590,2982,2589,3753,3335,3741,4272,3929,4072,4686,4106,4323,N8
496,1467,2155,2670,2277,2422,3559,3624,3531,3792,4183,4479,4404,4687,4761,N9
367,1393,2109,2336,2601,2429,3147,4000,3535,3910,4242,4331,4051,4523,4469,N10
576,1431,2311,2594,2632,2546,3516,3879,3261,4471,4209,4502,4636,4835,5467,N11
339,1420,1903,2347,2308,2170,3417,3763,3564,3768,3625,4087,4218,3725,4240,N12
502,1374,1939,2301,2249,2322,2975,3512,3401,3255,3553,3723,4018,3720,4037,N13
386,1191,2040,2374,2604,2041,3515,3502,3539,4268,4184,4254,4448,4515,4789,N14
284,1382,2233,2153,2913,2604,3258,3325,3613,3607,4107,4058,4365,4390,4525,N15
313,975,2005,2430,2620,2186,2725,3679,3817,3892,4426,4172,4355,4364,4780,N16
237,1490,2331,2555,2504,2277,3582,3705,4209,4519,4680,4286,4243,4573,4929,N17
382,1169,2106,2436,2556,2387,3812,4119,4077,4197,4333,4291,4433,4495,4677,N18
494,1433,1943,2260,2827,2253,3243,3834,3720,4354,4005,4144,5085,4265,4689,N19
